word,ipa,parameter,description,alternative,comment,translation,glottocode,source
aan,,1sg_a,1st singular transitive subject,,,,acol1236,Crazzolara1938
aan,,1sg_s,1st singular intransitive subject,,,,acol1236,Crazzolara1938
aan,,1sg_o,1st singular transitive object,,,,acol1236,Crazzolara1938
"-a, -na",,1sg_p,1st singular possessive,,,,acol1236,Crazzolara1938
waan,,12du_a,1st dual inclusive transitive subject,,,,acol1236,Crazzolara1938
waan,,12du_s,1st dual inclusive intransitive subject,,,,acol1236,Crazzolara1938
waan,,12du_o,1st dual inclusive transitive object,,,,acol1236,Crazzolara1938
-wa,,12du_p,1st dual inclusive possessive,,,,acol1236,Crazzolara1938
waan,,1du_a,1st dual exclusive transitive subject,,,,acol1236,Crazzolara1938
waan,,1du_s,1st dual exclusive intransitive subject,,,,acol1236,Crazzolara1938
waan,,1du_o,1st dual exclusive transitive object,,,,acol1236,Crazzolara1938
-wa,,1du_p,1st dual exclusive possessive,,,,acol1236,Crazzolara1938
waan,,12pl_a,1st plural inclusive transitive subject,,,,acol1236,Crazzolara1938
waan,,12pl_s,1st plural inclusive intransitive subject,,,,acol1236,Crazzolara1938
waan,,12pl_o,1st plural inclusive transitive object,,,,acol1236,Crazzolara1938
-wa,,12pl_p,1st plural inclusive possessive,,,,acol1236,Crazzolara1938
waan,,1pl_a,1st plural exclusive transitive subject,,,,acol1236,Crazzolara1938
waan,,1pl_s,1st plural exclusive intransitive subject,,,,acol1236,Crazzolara1938
waan,,1pl_o,1st plural exclusive transitive object,,,,acol1236,Crazzolara1938
-wa,,1pl_p,1st plural exclusive possessive,,,,acol1236,Crazzolara1938
iin,,2sg_a,2nd singular transitive subject,,,,acol1236,Crazzolara1938
iin,,2sg_s,2nd singular intransitive subject,,,,acol1236,Crazzolara1938
iin,,2sg_o,2nd singular transitive object,,,,acol1236,Crazzolara1938
-i,,2sg_p,2nd singular possessive,,,,acol1236,Crazzolara1938
wuun,,2du_a,2nd dual transitive subject,,,,acol1236,Crazzolara1938
wuun,,2du_s,2nd dual intransitive subject,,,,acol1236,Crazzolara1938
wuun,,2du_o,2nd dual transitive object,,,,acol1236,Crazzolara1938
-wu,,2du_p,2nd dual possessive,,,,acol1236,Crazzolara1938
wuun,,2pl_a,2nd plural transitive subject,,,,acol1236,Crazzolara1938
wuun,,2pl_s,2nd plural intransitive subject,,,,acol1236,Crazzolara1938
wuun,,2pl_o,2nd plural transitive object,,,,acol1236,Crazzolara1938
-wu,,2pl_p,2nd plural possessive,,,,acol1236,Crazzolara1938
ɛɛn,,3sg_m_a,3rd singular gender1 transitive subject,,,,acol1236,Crazzolara1938
ɛɛn,,3sg_m_s,3rd singular gender1 intransitive subject,,,,acol1236,Crazzolara1938
ɛɛn,,3sg_m_o,3rd singular gender1 transitive object,,,,acol1236,Crazzolara1938
"-ɛ᷆, -nɛ᷆",,3sg_m_p,3rd singular gender1 possessive,,,,acol1236,Crazzolara1938
ɛɛn,,3sg_f_a,3rd singular gender2 transitive subject,,,,acol1236,Crazzolara1938
ɛɛn,,3sg_f_s,3rd singular gender2 intransitive subject,,,,acol1236,Crazzolara1938
ɛɛn,,3sg_f_o,3rd singular gender2 transitive object,,,,acol1236,Crazzolara1938
"-ɛ᷆, -nɛ᷆",,3sg_f_p,3rd singular gender2 possessive,,,,acol1236,Crazzolara1938
gïïn,,3d-a,3rd dual transitive subject,,,,acol1236,Crazzolara1938
gïïn,,3d-s,3rd dual intransitive subject,,,,acol1236,Crazzolara1938
gïïn,,3d-o,3rd dual transitive object,,,,acol1236,Crazzolara1938
-gï,,3d-p,3rd dual possessive,,,,acol1236,Crazzolara1938
gïïn,,3p-a,3rd plural transitive subject,,,,acol1236,Crazzolara1938
gïïn,,3p-s,3rd plural intransitive subject,,,,acol1236,Crazzolara1938
gïïn,,3p-o,3rd plural transitive object,,,,acol1236,Crazzolara1938
-gï,,3p-p,3rd plural possessive,,,,acol1236,Crazzolara1938
